;user_id;gender;registration_ageKat;country;work_country;work_district;job_position;job_sector;company_size;job_status_edu_parttime;job_status_edu_fulltime;job_status_employed_parttime;job_status_employed_fulltime;job_status_selfemployed;job_status_houskeeping;job_status_unemployed;job_status_retired;educational_achievement
16682;5d1c72b09fdb0568f49c7c7c;m;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16683;5d1c919c9fdb0568f49c8000;m;40-49;DE;CH;AG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16684;5d1caa9a9fdb0568f49c80ca;f;20-29;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
16685;5d1ce2fd9fdb0568f49c8196;f;30-39;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16687;5d1d24739fdb0568f49c820c;f;30-39;CH;CH;BE;Fachspezialist/-in;Kunst, Unterhaltung und Erholung;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16689;5d1d99d99fdb056068ca9b90;m;30-39;DE;CH;OW;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
16697;5d1ee73b9fdb057e9085e41f;m;30-39;CH;CH;LU;untere Führungsstufe (z.B. Teamleitung);Kunst, Unterhaltung und Erholung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16700;5d1f2d779fdb057e9085e57e;m;20-29;CH;CH;BE;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16701;5d1f3f2e9fdb057e9085e5c5;f;20-29;CH;CH;ZH;Sachbearbeiter/-in;Land- und Forstwirtschaft, Fischerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16704;5d1f4fbb9fdb057e9085e9b3;f;30-39;CH;CH;BE;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16707;5d1f63799fdb057e9085ebbd;f;30-39;DE;CH;ZH;Fachspezialist/-in;Baugewerbe/Bau;9.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16709;5d21b0299fdb053731b12fa4;m;50-59;CH;CH;SG;Fachspezialist/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16712;5d21df9a9fdb0551935a4dab;m;40-49;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16713;5d234aa79fdb054d47e6d4ba;m;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;9.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Bachelor
16715;5d238d759fdb054d47e6d655;f;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16716;5d23987d9fdb052dd5083fa1;f;50-59;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16718;5d23a4229fdb052dd508418c;f;20-29;CH;CH;SG;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
16725;5d249a879fdb055b3e885c59;f;40-49;DE;CH;BS;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
16727;5d24ab689fdb055b3e885e3c;f;30-39;CH;CH;BE;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16728;5d24ae3c9fdb055b3e885e42;f;20-29;CH;CH;NW;Fachspezialist/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16729;5d24bf729fdb055b3e885efb;f;50-59;CH;CH;TG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Verarbeitendes Gewerbe/Herstellung von Waren;249.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16731;5d25ee069fdb0533fa0609ec;f;20-29;CH;CH;AG;Fachspezialist/-in;Baugewerbe/Bau;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16734;5d260ad59fdb0533fa060b92;f;20-29;IT;CH;AG;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16737;5d2714309fdb052912543940;m;30-39;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16739;5d2726609fdb052912543b29;f;40-49;IE;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16740;5d27463d9fdb05778acf41bd;f;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16742;5d286dd29fdb05392d6d0fd1;f;20-29;CH;CH;BE;untere Führungsstufe (z.B. Teamleitung);Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16744;5d298a989fdb056db3bfa0e8;m;30-39;CH;CH;AG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16750;5d2c1c369fdb05335ea2c405;f;50-59;CH;CH;AG;Sachbearbeiter/-in;Baugewerbe/Bau;9.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
16752;5d2c279c9fdb0509a7f05151;m;40-49;CH;CH;ZH;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16753;5d2c388e9fdb0509a7f05192;f;20-29;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16755;5d2c71c59fdb0509a7f05267;m;40-49;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16759;5d2d76569fdb0559b902a0b2;f;40-49;DE;DE;BW;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16762;5d2dacb99fdb0559b902a59e;f;50-59;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16763;5d2db6179fdb0559b902a63f;m;40-49;DE;DE;HE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
16764;5d2df6c59fdb0559b902ab6e;m;40-49;CH;CH;AG;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16765;5d2ee24f9fdb0511147a40ae;f;40-49;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Doktorat, Habilitation
16766;5d2eea949fdb0511147a415b;m;30-39;CH;CH;ZH;Fachspezialist/-in;"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16767;5d2f37ee9fdb0511147a443b;f;50-59;DE;DE;BW;Fachspezialist/-in;Gesundheits- und Sozialwesen;1.0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Bachelor
16768;5d2f3a4a9fdb0511147a4469;m;20-29;CH;CH;AR;Sachbearbeiter/-in;Grundstücks- und Wohnungswesen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16770;5d2f784c9fdb0511147a4910;m;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16772;5d30648a9fdb056a26ad1594;f;20-29;CH;CH;AG;Sachbearbeiter/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16773;5d3067f59fdb056a26ad15d4;f;20-29;CH;CH;BE;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16775;5d309fff9fdb056a26ad1644;m;30-39;CH;CH;ZH;Sachbearbeiter/-in;Erziehung und Unterricht;9.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
16777;5d31a47d9fdb055f5ed3122e;m;30-39;DE;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16778;5d31e4fa9fdb055f5ed3138e;m;20-29;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
16779;5d31ed069fdb055f5ed31392;m;40-49;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16780;5d3301b59fdb0576c1e8b2a0;f;40-49;DE;DE;NI;Sachbearbeiter/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16785;5d35c9b79fdb050a8d6818bf;f;40-49;CH;CH;SO;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erziehung und Unterricht;9.0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16786;5d35ef6a9fdb050a8d6819fc;f;20-29;CH;CH;ZG;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16787;5d360d359fdb057a87307fd0;m;30-39;CH;CH;ZG;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16790;5d36c2119fdb053d746ec277;f;50-59;CH;CH;LU;untere Führungsstufe (z.B. Teamleitung);Baugewerbe/Bau;249.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Bachelor
16795;5d385fbd9fdb0523a303b94f;f;30-39;DE;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16800;5d39aa5e9fdb05550e04c7eb;m;30-39;CH;CH;ZG;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16801;5d39ba829fdb05550e04c887;m;10-19;CH;CH;TG;Sachbearbeiter/-in;Baugewerbe/Bau;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16802;5d39ecef9fdb0521d87c54ec;f;20-29;GR;CH;ZH;Sachbearbeiter/-in;Baugewerbe/Bau;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16804;5d3aa6139fdb0551831a34c3;f;20-29;CH;CH;ZH;Fachspezialist/-in;Baugewerbe/Bau;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
16806;5d3ad6a99fdb052b43f2ac68;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;Information und Kommunikation;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16807;5d3af4119fdb052b43f2ad16;f;30-39;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Doktorat, Habilitation
16809;5d3afd1f9fdb052b43f2ad1d;m;20-29;CH;CH;AG;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
16811;5d3c0e899fdb050ef0c1511a;f;30-39;CH;CH;AG;Sachbearbeiter/-in;Baugewerbe/Bau;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16812;5d3c6cbe9fdb0576d58781ed;m;40-49;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Energieversorgung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
16814;5d3d5bf99fdb051f8a8f9419;m;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16817;5d3d94099fdb0529215f8233;f;40-49;DE;DE;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16818;5d3da0069fdb0529215f8462;m;30-39;CH;CH;BE;Sachbearbeiter/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16819;5d3db6519fdb0529215f860c;f;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
16820;5d3df8009fdb0529215f877e;m;20-29;CH;CH;BL;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16823;5d3eb2f49fdb054bf7de5fc2;m;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16827;5d3fe0759fdb05739a43ff33;m;30-39;DE;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Grundstücks- und Wohnungswesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
16828;5d3ff8f49fdb055e5149248d;m;30-39;DE;CH;SG;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16831;5d402f579fdb055e514927e3;f;30-39;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16832;5d405add9fdb055e514929b0;f;40-49;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16844;5d45290c9fdb0506ffc478c1;f;30-39;CH;CH;BL;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16846;5d46f9b69fdb055cc3682240;f;50-59;CH;CH;BL;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16850;5d4818929fdb05775ec549ea;m;50-59;CH;CH;LU;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16851;5d4837029fdb05775ec54bdf;m;20-29;CH;CH;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
16852;5d485a459fdb05775ec54c35;f;40-49;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Energieversorgung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16853;5d492a2d9fdb053d43293b7b;f;50-59;CH;CH;AG;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Gesundheits- und Sozialwesen;1.0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Berufliche Grundbildung
16855;5d496e069fdb053d432941eb;m;20-29;CH;CH;AG;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
16856;5d4977669fdb053d43294350;f;40-49;GR;CH;BE;untere Führungsstufe (z.B. Teamleitung);Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16859;5d4a78fc9fdb0566eb0c0bb9;m;50-59;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16861;5d4a8af69fdb0566eb0c0daf;m;40-49;CH;CH;NW;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16862;5d4a99979fdb0566eb0c0fdf;m;30-39;CH;CH;BS;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16869;5d4ad3ce9fdb050dedd331a0;f;20-29;CH;CH;ZG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16871;5d4ade5d9fdb054821f8921c;f;40-49;CH;CH;BE;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen Dienstleistungen;249.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16872;5d4ae5d59fdb054821f892e3;m;30-39;CH;CH;LU;untere Führungsstufe (z.B. Teamleitung);Energieversorgung;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16877;5d4bf3b69fdb057ecd367e6c;m;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16882;5d4d2d339fdb05373cb83c95;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16889;5d51083b9fdb054a7433ea7f;m;10-19;CH;CH;BE;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16894;5d5148cb9fdb054a7433ef38;f;40-49;CH;CH;LU;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16898;5d51ceac9fdb0528ccf62a89;m;40-49;DE;CH;AR;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16904;5d52c6379fdb055bff4ccd86;m;30-39;CH;CH;BE;Sachbearbeiter/-in;Baugewerbe/Bau;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16905;5d53b7639fdb0511247f3248;f;30-39;CH;CH;LU;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;49.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
16906;5d53b8939fdb0511247f327f;f;30-39;CH;CH;TG;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
16907;5d53c8909fdb0511247f35ec;m;50-59;CH;CH;AG;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;49.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16911;5d542b939fdb0511247f3aef;f;50-59;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16913;5d54f7c99fdb0559572df18d;f;20-29;CH;CH;LU;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16917;5d5559bd9fdb0559572df6a4;f;30-39;CH;CH;LU;Sachbearbeiter/-in;Baugewerbe/Bau;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
16918;5d55642a9fdb054566b6ed34;f;40-49;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";49.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
16924;5d56689c9fdb051ccc2fa21b;m;20-29;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
