;user_id;file_name;reasons;emotions;strengths;utilization;story
95;5583ec507a68616fe9016981;30_Biene.jpg;Fleiss, Schönheit, Anmut, Ruhe, Erkunden, nähren;Ruhe, Freude, Erhabenheit, Liebe;Mami, lila, in der Ruhe liegt die Kraft, es zählen die kleinen Dinge, ganz für sich sein, fleissig nach vorne arbeiten, anhalten, konzentrieren, geniessen, ;Ruhig bleiben, Schönes geniessen, auf das Gute fokussieren, ausruhen;
96;596e70e205b8c560d756d489;29_Sonnenaufgang_ueber_dem_Nebelmeer.jpg;von oben zuschauend. Wachend über alles;Freiheit, Energie von der Sonne, Weite;Die Sonne und die Weite;Innere Kraft, Energie schub;
97;5583e6d07a68616fe9004e7b;5_Blick_in_die_Ferne_an_der_Kueste.jpg;Reisen, Natur, Meer, Entspannen;Betrachten, nachdenken;Landschaft, Gefühl für Naturkraft, Elemente, Ruhe;;
98;597f291405b8c50939310432;27_Steg_mit_Fischer.jpg;;;;;
99;5899d5e905b8c5624ee56aae;24_Sonnenschirme.jpg;Bunt, lebendig, Süden;Freude, Gelassenheit;Schutz, Wärme, Helligkeit;Entspannung;
100;5583ecd37a68616fe90184c6;53_Sonne_in_der_Baumkrone.jpg;Symbol für Spiritualität;Weite, Betroffenheit;Licht,;Meditieren, Raum für Spiritualität;
101;5984ce7f05b8c51a2599d8b9;49_Wegweiser.jpg;Viele Möglichkeiten der Ausgestaltung, viele Wege, viele Richtungen, viele Menschen, Verlauf und Ergebnis offen;Freiheit, Neugier, Anmut, Zukunft, Sensation, Ideenreichtum, Abwechslung, Aus dem Bild,Hinber, Zusammen, Gehsteige, ;Eigentlich alles, was ich oben beschrieben habe;Indem ich mir dieses Bild vor Augen halte, es ist lles möglich, Energie, frische Luft, Atmen,;
102;583fff7c05b8c53c20ce9104;29_Sonnenaufgang_ueber_dem_Nebelmeer.jpg;Wärme, Farben, Ruhe, Überraschung, Licht;Entspannung, Verbundenheit, Demut;Gipfel erreicht, Natur genossen, Abschalten, Auftanken, Durchblick im Nebel;Nachdenken, Geniessen, den Tag nutzen, für mich einstehen;
103;5583e6ba7a68616fe9004a88;16_Wasserfall.jpg;Natur, Kraft, im Fluss sein, Vitalität;Gelassenheit, Urvertrauen, Freude;im Fluss sein, sich dem Gelände anpassen, das Wasser findet seinen Weg;privat und beruflich;
104;5583e6e97a68616fe9005388;59_Pferderennen.jpg;adsf;asdf;asdf;asdf;
105;5639bf569f168a646700011a;46_Ballon_und_Feuer_von_unten.jpg;Feuer, Bewegung, Energie, Leichtigkeit, Mandala, Ruhe, Kraft;Ruhe - und doch auch Leidenschaft;das Zusammenspiel, die Balance, von Ruhe und Energie (verbrennt und überbordet nicht, immer wieder Pausen, Ruhe überwiegt) aus dem Zusammenspiel von Ruhe und Leidenschaft wird langsam, aber stetig etwas in Bewegung gesetzt. Nur Ruhe - nichts bewegt. Nur Leidenschaft - verbrennt. ;Wechsel zwischen Stille, Meditation, Yoga und Liebe und Leidenschaft immer wieder in die Mitte finden, und aus der Mitte heraus lieben Mut zu Geduld und Langsamkeit;
106;5989f7e505b8c54a15080be9;14_Mitternachtssonne_Ausblick.jpg;Natur Farben Weite Reinheit;Ruhe Erdverbundenheit Zufriedenheit;Natur Ruhe ;Kraft tanken in der Natur.    Ruhe finden ;
107;5990ac5605b8c50292f69e42;34_Paar_mit_Kuh_im_Sonnenuntergang.jpg;Die schöne Aussicht ist für mich nach einer strengen Wanderung die Belohnung für das Erreichte. Die Berge und die unangetastete Natur ist etwas einzigartiges. ;Glücksgefühl, Stolz, Freiheit, Natur, Tiere, frische Luft;Als naturverbundener und selber in den Bergen lebender Bündner ist diese Landschaft für mich etwas ganz spezielles.;;
108;5992a9ed05b8c52c34cc78fc;40_Skihuette_in_der_blauen_Stunde.jpg;Inmitten wilder Natur bei rauhen Umgebungseinflüssen wie Schnee und Eis steht eine von Menschenhand erbaute Oase aus Holz, um Schutz, Unterkunft und Wärme zu schenken. ;Geborgenheit, Schutz, Gemütlichkeit.;Auch bei ungünstigem (Arbeits-)Umfeld kann man mit dem richtigen Wissen, Werkzeug und Geschick eine Position erarbeiten, bei der man sich wohl und gut platziert fühlt und die einem einen gewissen Schutz/Sicherheit gibt.;Erfolg durch.........Zielsetzung - Fleiss - Beharrlichkeit - hohe Arbeitsqualität - Teamfähigkeit;
109;5991553b05b8c56c1a9ad796;53_Sonne_in_der_Baumkrone.jpg;Nebel als diffuses Gefühl was die Gegenwart betrifft. Die Aufgehende Sonne welche den zukünftigen Weg weist.;Licht am Ende des Tunnels.;Die aufgehende Sonne welche den Nebel als diffuses Zeichen zurückdrängt. Optimismus, Problem- und Emotionsbezogene Stressbewältigung, Vertrauen in die eigenen Fähigkeiten, Zuversicht die momentane Krise mit den genannten Ressourcen positiv zu meistern.;Pläne schmieden, Prioritäten im Leben neu setzen, Neue Projekte in meinem Leben in Angriff nehmen;
110;599552f105b8c5736c4fb9e1;2_Spuren_im_Sand.jpg;Strand, Ruhe, Enstpannung;Zufriedenheit ;Die Ruhe und Entspannung;..;
111;58cfd06d05b8c52f168e9b89;21_Wasserspiegelung.jpg;Das sich stetig verändernde Bild, die abstrakte Form, die Farben;Aufgehoben sein, die Schönheit liegt im Auge des Betrachters, jede Person sieht etwas anderes darin;Meine eigene Kreatität, Lust auf Malen;Lust auf Malen;
112;5997062c05b8c557d6e6d374;14_Mitternachtssonne_Ausblick.jpg;Schönheit der Landschaft;atemberaubendes Glück;Harmonie. Vielfalt. Spannung. ;Am Ziel gibt es Super Gefühle und neue Ausichten;
113;599689b805b8c557d6e6cbf7;27_Steg_mit_Fischer.jpg;der Weg / das Ziel, Freiheit, Energie tanken / frische Luft, Ferien, Entspannung;insperierend, ruhe, energiegeladen;das Wasser, die Berge im Hintergrund, die Sonne, die frische Luft;Ruhe, Engerie tanken, Ablenkung, Nachdenken;
114;5964721b05b8c57f5dda3c94;26_Steg.jpg;Freiheit, Natur, Wasser, Baden, Warm, Wind, allein sein, geniessen;Ruhe, Gelassenheit, Entspannung, Trauer, Fröhlichkeit;Weitblick, Natur, Wasser, Abgeschiedenheit;zu wenig;
115;599c425005b8c5691a4ec8b4;62_Schmetterling.jpg;Leichtigkeit, fliegen können, Faszination Schmetterling;Freude, Ruhe, Wärme - wodurch unterscheidet sich Emotion von Gefühl?;Die Harmonie der Formen des Schmetterling, die Farbkombination orange-weiss-schwarz wirkt kraftvoll auf mich.;;
116;59a56b5b05b8c54df13fca0c;27_Steg_mit_Fischer.jpg;Wärme;Frieden und Sicherheit;Die Stille des Sees und die wärme der Sonne. Kontrolle bewahren in schwierigen Situation und Stärke in mir selbst zu finden. ;Kontrolle in der neuen Rolle und Stärke und Motivation zu finden für neue Aufgaben in meinem neuen Job. ;
117;598c51d705b8c524c367f571;14_Mitternachtssonne_Ausblick.jpg;Wunderschön;Leben Freude wunder;Lebenskraft und Hoffnung;beruhigend;
118;59a82b8005b8c5765ddaec26;16_Wasserfall.jpg;Ruhe, Wald, Bewegung, Veränderung, Ästhetik, Natur, Einklang;Gelassenheit, Entspannung, Zufriedenheit;Ewiger Fluss, Rauschen des Wassers, Ästhetik, Mysterium der Natur, Zurückgezogenheit, Ruhe, Sommer;?;
119;599c425005b8c5691a4ec8b4;62_Schmetterling.jpg;Fantastische Aufnahme eine wunderschönen Schmetterling.;Freude, Leichtigkeit,  - sind Emotionen und Gefühle nicht ungefähr dasselbe?;Kräftige, leuchtende Farben, Kombination orange-schwarz-weiss, starke Kontraste, klare Linien im Schmetterling - ;Klare Linien im Denken;
120;5583ef737a68616fe901f9f7;14_Mitternachtssonne_Ausblick.jpg;wunder der natur, freiheit, ruhe;;Natur;;
121;5583ea1b7a68616fe90103f8;33_Karrussel.jpg;Dynamik, Freude, Kindlichkeit, Schreien, Lachen;Freude, fühle mich zurückversetzt, Bewegung;Alles bewegt sich und es macht Freude. Das Leben ist ein Genuss. Nicht alles so ernst nehmen, sich fallen lassen, Kontrolle abgeben;"Ich kann mich auf die Freude in meinem Leben fokussieren und bewusst Genussmomente schaffen - und mir diese aktiv ""erlauben"".";
122;59b0e5f205b8c5557ee4710e;45_Mann_mit_Kind_an_der_Hand.jpg;;;;;
123;5583e53b7a68616fe900016b;29_Sonnenaufgang_ueber_dem_Nebelmeer.jpg;Aufstieg, Übersicht, Zuversicht, ;Zuversicht, Entspannung;Sonne;;
124;5583ea3b7a68616fe9010b54;11_Regenbogen.jpg;Schönheit, Wilde Natur und Reiselust;positiven Entdeckerdrang;Wasser und Erde, so nah bei den Kräften der Natur;bei mir sein und nicht aus dem Gleichgewicht fallen;
125;59b6ad2005b8c57c3731efca;16_Wasserfall.jpg;Zeitlos, Abkühlung, Rauschen;Anregung und Beruhigung;Wasser ist stark und ich bin auch stark. Viele Wege führen ans Ziel. ;Auf seine eigenen Stärken vertrauen, ich kann das und es kommt gut!;
126;59bccad805b8c513af1d4439;63_Leopard.jpg;Konzentration, Kraft, Einsamkeit, Zielstrebigkeit;So fühle ich mich;Der Gesichtsausdruck ist enorm stark;So möchte ich sein;
127;59c21a7b05b8c55b5011473d;50_Sonne_bricht_durch.jpg;Es hat immer wieder Sonnenstrahlen zwischen Wolken. ;"Es gibt Hoffnung, alles ist immer in Verändung, nichts bleibt wie es ist, ob es von guten ins schlechten wandelt, oder umgekehrt, ist egal (auch sagt die persische Redewendung: ""this too shall pass""). Veränderung sieht man auch an die Blätter, die grad farbig werden, als der Herbst hineinbricht, aber auch an den spielerischen und dynamischen Lichtwechsel. Ich fühle wärme, wenn ich das Bild betrachte, auch wenn ich nicht grad unter den Sonnenstrahlen stehe.";"Natur bereitet uns immer wieder Freude und zeigt uns wie wichtig Veränderbarkeit ist. Dass hinter den vorbeiziehende Wolken die Sonne immer strahlt, ist nicht eine Plattitüde, sondern etwas, woran man glauben kann und darf, diese assoziiere ich mit Hoffnung. Deshalb liebe ich auch Fliegen, da kommt man ja immer über die Wolken hinaus und kann an die Sorgen ""runterschauen"", die hinter sich lassen. Man muss manchmal nur Perspektive wechseln, um besser mit Probleme umgehen zu können. ";Veränderbarkeit oder Anpassungsfähigkeit kann ich immer wieder anwenden. Sei es ins neue Land zu ziehen, oder eine neue Fähigkeit zu erlernen, Job zu wechseln. Ich sehne mich wieder nach eine Reise, da durch diese werden meine Perspektiven über die eigene Probleme immer wieder verkleinert. ;
128;59b175ee05b8c5557ee47429;14_Mitternachtssonne_Ausblick.jpg;Da möchte ich hin, das möchte ich erleben. Ein tolles Bild.;Glück, Ruhe, Zufriedenheit, innere Ruhe, Ausgeglichenheit;Die unberührtheit der Natur. Die Spiel vom Licht Meer und Berge.;Um zur Ruhe zu kommen im hecktischen Alltag.;
129;59c016c705b8c54d1a89a50b;5_Blick_in_die_Ferne_an_der_Kueste.jpg;;;;;
130;59c551f505b8c5325e224f89;14_Mitternachtssonne_Ausblick.jpg;Reisen;Freiheit Ruhe;Offene Möglichkeiten Erinnerung an vergangene Reisen;auf die nächste Reise freuen;
131;59c7fb0c05b8c534119a3692;65_Rennwagen.jpg;Sportwagen und die Formel 1;Interesse, Neugier und der Wunsch schnelle Auto's zufahren.;Der Wunsch mir später einen Aston Martin leisten zu können gibt mir Kraft. Bei diesem Bild kommt mir der Automobielsalon in Genf als Erfahrung in den Sinn.;Ansporn um mir in der Schule mühe zu geben, damit ich später etwas erreichen kann.;
132;55f9575b9f168a7e1300000c;2_Spuren_im_Sand.jpg;;;;;
133;59cb8e2f05b8c55661b120a8;67_Greiffensee_mit_Boot.jpg;Herbst;Verborgene Schönheit;Wasser, eingeschränkte Sicht;sich auf das jetzt konzentrieren;
134;59ce777e05b8c51792d0d7f6;5_Blick_in_die_Ferne_an_der_Kueste.jpg;Ferien, Freiheit, spontan entscheiden, was ich mache. Ruhe. ;Entspannung;Meeresrauschen, frische Luft;ich kann dran denken und mich dabei entspannen;
135;59d0981f05b8c56be31f7da0;19_Sonnenaufgang_Zuerichsee.jpg;Stille, Gelassenheit, Ruhe;Zufriedenheit;;;
136;59c4bdfd05b8c5325e224c13;34_Paar_mit_Kuh_im_Sonnenuntergang.jpg;Genuss, Freiheit, Gemeinsamkeit, Ruhe;Sehnsucht, Wehmut;Loslassen, Frieden, Gelassenheit;Indem ich sie mir bewusst mache und mich ihnen hingebe;
137;59c38f4505b8c52c4fa55e3f;19_Sonnenaufgang_Zuerichsee.jpg;Sommer, Urlaub, Entspannung, Schwimmen;Entspannung, Fernweh;Energie schöner Erinnerungen;Zum durchhalten, denn wenn alles erledigt ist, können wieder schöne Dinge unternommen werden.;
138;59d6420905b8c53ebd5d257a;53_Sonne_in_der_Baumkrone.jpg;druchlässig - anziehend - strahlend - Wärme - Stille - Frieden - Harmonie - Kraft;Zuversicht - Hoffnung - Melancholie - traurig - glücklich;;;
139;57c7cde405b8c54c4fed5ad0;27_Steg_mit_Fischer.jpg;wasser schön;Ruhe, Gelassenheit;einfach so;gelassen bleiben;
140;59d7796d05b8c51fc1305de8;36_Grosser_Mythen.jpg;Weitsicht, Befriedigung nach einer schönen Wanderung bergauf, Ruhe, Einklang mit der Natur, Zufriedenheit;Glück, Zufriedenheit, Ruhe, Gelassenheit;Wanderungen mit meinem Mann. Alle Berge kann ich besteigen, wenn ich die richtigen Menschen um mich habe;"Kraft aus der Gelassenheit und der Zuversicht: ""Es kommt schon gut und ich finde meinen Weg"", denn ich bin umgeben mit lieben Menschen, die mich unterstützen und mir helfen.";
141;59d9e90205b8c55f84c2ebf6;61_Surfer.jpg;Die Herausforderungen des Lebens selbständig zu meistern, go my way ;Balance, Durchhaltevermögen, Selbständigkeit, Zielgerichtet, Vertrauen, Freiheit;Element Wasser, Einzelgänger, Lebenskraft, Geduld, Vertrauen ;Rückblickend auf das eigene Vertrauen/Selbständigkeit, welches ich bisher im Leben erreicht habe;
142;59db9ad205b8c51f7d55afb9;26_Steg.jpg;der weg ist das ziel;ruhe Entspannung weite Natur frieden;berge wasser ruhe weite;mehr Ruhepausen einbauen;
143;59db243905b8c5403805e294;49_Wegweiser.jpg;;;;;
144;565d9f0d9f168a21ac00011f;21_Wasserspiegelung.jpg;Kreativ, einzigartig, in Bewegung, Virtuos, fein-aber kraftvoll;belebend, beruhigend, sich wohlfühlen, lebendig sein;Kraft tanken durch Farben, Bilder, Kunst, Natur und dadurch in Bewegung bleiben, Entstehen lassen, eigene Form von Kreativität;durch schöpferisches Tun, der Kraft und Phantasie Ausdruck verleihen;
145;59ef97ed05b8c50727dd51cc;1_Hund.jpg;In der Präsenszeit die Erinnerung an meine 2 Dackelmädchen in der Heimat. Auf der Bank würde ich gerne meine Gedanken mit meiner Frau teilen. Meine Tochter hätte die Möglichkeit in dieser herrlichen Landschaft sich zu entfalten.;Sehnsucht nach Familie und meiner Verbundenheit zu meinen Tieren. Erinnerung an meine ländliche Wohnsituation in der ich mich sehr wohl fühle. Aber auch die Erinnerung an geinsame Urlaube, wie zuletzt in der Schweiz nähe Genf;Der Gedanke an Familie, Zusammenhalt, Werte. Dem Gedanke dass nach jedem Sturm wieder die Möglichkeit der Ruhe und Besonnenheit folgt. ;Motivationale Faktoren ableiten. sich auf das Wesentliche zu besinnen. Bewusst die Umwelt wahrnehmen;
146;59f05a4105b8c52d5e5c68d3;14_Mitternachtssonne_Ausblick.jpg;Wunderschön, Natur pur, Schottland;Fernweh nach Schottland und Irland;;;
147;5583e58d7a68616fe9000c4d;24_Sonnenschirme.jpg;Bunt, schöne Farben, fröhlich, Wand im Hintergrund ist hässlich, aber das fällt erst beim zweiten Blick auf;Ferienstimmung, Glück, Zufriedenheit, Harmonie;Die Farbkomposition ist so harmonisch;Auf das Gefühl zurückgreifen, wenn ich von mir wegkomme;
148;5583e6c07a68616fe9004bc6;34_Paar_mit_Kuh_im_Sonnenuntergang.jpg;Zweisamkeit, Verbundenheit, Ruhe, Kontemplation, Naturverbundenheit, Weitsicht, Überblick;Ruhe, Entspannung, Verbundenheit;Verwurzlung;In hektischen Situationen mit Ruhe, Gelassenheit und Übersicht handeln;
149;59f0903a05b8c52d5e5c6fc3;14_Mitternachtssonne_Ausblick.jpg;Abendlicht, zwischen Tag und Nacht, satte Farbe, Weitblick, Kraftort;ausgeglichen sein, den Überblick haben, Gelassenheit, Freiheit, Zufriedenheit ;Gelassenheit, Weltoffenheit, Licht, Sonne, warme Farben, Tiefe, Cape Reigna, mit mir selber reisen;;
150;5583e7057a68616fe900597d;26_Steg.jpg;Weg ins Unbekannte, es gedeiht, erfrischend, ruhig und überlegt ;Entspannung;Entspannung, Wege sind überall, gerader Weg in eine unbekannte neue Umgebung;in neuer beruflicher Herausforderung;
151;5583e7c57a68616fe900816d;21_Wasserspiegelung.jpg;Wunder und Eingebungen. Nichts ist fix, alles ist möglich. Farbenspiel, eines in allem, alles in einem;Wunder und Staunen. Glück. Neugier, Freude, Entspannung, Gelassenheit, nicht einengende Geborgenheit;Flexibilität, es geschehen lassen und die Schönheit im Augenblick erkennen. ENT-Spannung. Vertrauen darauf, dass etwas entsteht.;Mit den Klienten (und mit meiner persönlichen Entwicklung) darauf vertrauen, dass etwas entsteht, auch wenn sich nicht immer alles lenken oder voraussehen lässt. ;
152;5583e7b67a68616fe9007e10;5_Blick_in_die_Ferne_an_der_Kueste.jpg;Weite, Ruhe, Kraft der Natur;Ruhe, grandiose Natur/die Rolle des Menschen darin;Wasser, uber Millionen Jahre geformte Felsen;bei sich bleiben;
153;5583e8ff7a68616fe900c446;14_Mitternachtssonne_Ausblick.jpg;Friede Weite Natur Reisen Ruhe Energie Schönheit;Ruhe Friede;Reisen Erholung;Erholung;
154;573c62ec9f168a629b0bfb24;62_Schmetterling.jpg;Sommer auf der Dachterrasse;Ruhe, Kraft, Freude, Wehmut, Bewunderung;Wechselröschen und Schmetterling, Farben, Sommer, Auszeit. Ruhen und Betrachten;Freude daran haben.;
155;5583eb717a68616fe901400b;47_Farbtuben.jpg;Freiheit zur Gestaltung;Sehsucht;Die Möglichkeit es zu tun, der Weg ist das Glück;Gebe dem Leben die Farbe, eigene Gestaltungsmöglichkeit;
156;5583edfd7a68616fe901be3f;29_Sonnenaufgang_ueber_dem_Nebelmeer.jpg;Neuer Tag, wunderbare Aussicht, über dem Nebel;Freude, Entspannung, etwas erreicht zu haben;Sonnenaufgang und Nebelmeer;Aufbruch zu neuen Ufern;
157;59f0e1a905b8c52d5e5c7b68;27_Steg_mit_Fischer.jpg;Zuhause, Vertrauen, Ruhe, Sonnenaufgang, Aufbruch, Energie, Natur, Kraft tanken;Gefühl von aufgehoben sein, Vertrautheit, Nachdenklich, energetisch, innerer Kraft;Die Vertrautheit mit meinem Daheim, Die Natur, Aufgang, Beginn, Element Wasser;Als Ansporn zum weitermachen, zum stark sein, zum Kraft tanken;
158;5583eda87a68616fe901b090;40_Skihuette_in_der_blauen_Stunde.jpg;Gemütlichkeit, frische Luft, Winter, Familie, Schnee;Freude, Trauer, Bedauern, Liebe;Ruhe, Ausdauer, Zuversicht, Hoffnung;Um mehr Geduld zu haben, meine Ziele zu erreichen;
159;5583e53f7a68616fe90001cb;32_Blume_von_oben.jpg;Fokus Makro Fotografieren;Wohltuend;Stärke, Ästhetik, Symmetrie;;
160;5614c09a9f168a1d9900002e;3_Weg_and_der_Kueste.jpg;unterwegs sein / einen Weg und Varianten sehen / noch nicht wissen, wohin es geht / einen freien Kopf haben / bei sich sein / Aussicht haben ;Entspannung / Ruhe / Gelassenheit / Freude;unterwegs sein / etappenweise vorwärts gehen / Schritt für Schritt / Natur-Wandern-Reisen / sich einen Überblick verschaffen / Wege überlegen;;
161;5583e9507a68616fe900d82a;38_Gipfelkreuz.jpg;Auf dem Gipfel die Aussicht genossen. Sport Sommer Ruhe Ferien/frei Mit meinen Liebsten diese Bergtour machen Überraschungen Den Weg suchen Ziel erreicht Aus dem Rucksack essen Muskelkater an den nächsten Tagen;Zufriedenheit Stolz Ausgeglichenheit Mit Freunden die Gefühle teilen Bewegung Neues entdecken Energie tanken;Natur Berge Sport Leistung Ausdauer Wandern in der Kindheit Wandern heute Ich bin in Form Ich gehe kein Risiko ein Ich schaffe es Gemeinsam etwas erleben Aufeinander Rücksicht nehmen Kein Zeitdruck Nur wenig geplant, spontan entscheiden Ich liebe es, wenn ich nicht weiss was genau auf mich zukommt.;In der Freizeit ganz viel, Sport v.a. in der Natur ist mein Ausgleich zur Arbeit. Bei der Arbeit: ich übernehme gerne neue Aufgaben, Veränderungen machen mir Spass, ich kann gut auf ein Ziel hin arbeiten, ich kann meine Arbeit gut und absolut selbständig planen, ich habe viel Ausdauer und lasse mich nicht so leicht entmutigen, ich lege viel Wert auf eine gute Arbeitsqualität, bin ständig in Austausch mit Menschen (in der Beratung),....;
162;5583ee2f7a68616fe901c4fa;3_Weg_and_der_Kueste.jpg;Weg, Offenheit, Licht, Natur, Unendlichkeit, Tod, Freude, Leben;Ruhe, Gelassenheit, Angekommen;Ich bin auf dem (richtigen) Weg, komme was wolle. Zufriedenheit. Ich hab mich gerne.;Vertrauen ins Kommende haben. Ich mache es schon gut. Es kommt gut.;
163;5583e8897a68616fe900ac8b;53_Sonne_in_der_Baumkrone.jpg;Friede, Ruhe, Schönheit, Kraft, Wiederauferstehen, Sehnsucht, Frische, Reinheit;Weite, wow, Berührtheit, Neuanfang, Luft;"Naturkraft, Schönheit, Strahlen, einzigartiger Moment; Freiheit";;
164;5583e8737a68616fe900a804;32_Blume_von_oben.jpg;;;;;
165;5583e6467a68616fe900348b;19_Sonnenaufgang_Zuerichsee.jpg;Farbe, Glut, Kraft, Romantik, Abendstimmung - der Tag ist geschafft, Ruhe, Feuer;Ruhe, Zufriedenheit, Gelassenheit, Geborgenheit;Gesamtkomposition, Erinnerungen an eigene Erlebnisse;Zur Ruhe kommen, Gelassenheit üben, Loslassen;
